,Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW),Heat Generation (TJ),Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M),SDG 7b1 RE capacity per capita (W/inhabitant)
14725,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2007,0.11,0.06,,,,
14726,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2008,0.11,0.06,,,,
14727,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2009,0.11,0.06,,,,
14728,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2010,0.11,0.06,,,,
14729,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2011,0.11,0.06,,,,
14730,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2012,0.11,0.06,,,,
14731,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2013,0.11,0.06,,,,
14732,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2014,0.11,0.06,,,,
14733,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2015,0.11,0.06,,,,
14734,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2016,0.11,0.06,,,,
14735,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2017,0.11,0.06,,,,
14736,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2018,0.11,0.06,,,,
14737,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2019,0.11,0.06,,,,
14738,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2020,0.11,0.06,,,,
14739,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2021,0.11,0.06,,,,
14740,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2022,0.11,0.06,,,,
14741,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2023,0.11,0.06,,,,
14742,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,Off-grid electricity,2024,,0.06,,,,
14743,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2008,10.03,1.0,,,,
14744,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2009,58.65,6.0,,,,
14745,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2010,56.76,6.0,,,,
14746,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2011,56.99,6.0,,,,
14747,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2012,92.73,10.0,,,,
14748,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2013,94.42,10.0,,,,
14749,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2014,105.93,10.0,,,,
14750,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2015,69.16,7.0,,,,
14751,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2016,71.97,7.0,,,,
14752,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2017,80.41,7.0,,,,
14753,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2018,197.23,21.0,,,,
14754,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2019,222.94,21.0,,,,
14755,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2020,230.91,21.6,,,,
14756,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2021,203.22,21.6,,,,
14757,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2022,200.04,21.6,,,,
14758,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2023,185.78,21.6,,,,
14759,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Rice husks,On-grid electricity,2024,,21.6,,,,
14760,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2000,4.24,2.2,,,,
14761,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2001,4.24,2.2,,,,
14762,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2002,4.24,2.2,,,,
14763,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2003,4.24,2.2,,,,
14764,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2004,4.24,2.2,,,,
14765,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2005,4.24,2.2,,,,
14766,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2006,4.24,2.2,,,,
14767,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2007,4.24,2.2,,,,
14768,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2008,4.24,2.2,,,,
14769,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2009,4.24,2.2,,,,
14770,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2010,4.24,2.2,,,,
14771,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2011,4.24,2.2,,,,
14772,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2012,4.24,2.2,,,,
14773,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2013,4.24,2.2,,,,
14774,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2014,4.24,2.2,,,,
14775,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2015,4.24,2.2,,,,
14776,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2016,4.24,2.2,,,,
14777,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2017,4.24,2.2,,,,
14778,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2018,4.24,2.2,,,,
14779,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2019,4.24,2.2,,,,
14780,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2020,4.24,2.2,,,,
14781,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2021,4.24,2.2,,,,
14782,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2022,4.24,2.2,,,,
14783,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2023,4.24,2.2,,,,
14784,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,Off-grid electricity,2024,,2.2,,,,
14785,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2020,160.36,15.0,,,,
14786,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2021,235.21,25.0,,,,
14787,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2022,231.53,25.0,,,,
14788,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2023,236.86,25.0,,,,
14789,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood fuel,On-grid electricity,2024,,25.0,,,,
14790,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2000,1.64,0.85,,,,
14791,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2001,1.64,0.85,,,,
14792,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2002,1.64,0.85,,,,
14793,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2003,1.64,0.85,,,,
14794,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2004,1.64,0.85,,,,
14795,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2005,1.64,0.85,,,,
14796,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2006,1.64,0.85,,,,
14797,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2007,1.64,0.85,,,,
14798,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2008,1.64,0.85,,,,
14799,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2009,1.64,0.85,,,,
14800,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2010,1.64,0.85,,,,
14801,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2011,1.64,0.85,,,,
14802,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2012,1.64,0.85,,,,
14803,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2013,1.64,0.85,,,,
14804,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2014,1.64,0.85,,,,
14805,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2015,1.64,0.85,,,,
14806,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2016,1.64,0.85,,,,
14807,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2017,1.64,0.85,,,,
14808,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2018,1.64,0.85,,,,
14809,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2019,1.64,0.85,,,,
14810,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2020,1.64,0.85,,,,
14811,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2021,1.64,0.85,,,,
14812,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2022,1.64,0.85,,,,
14813,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2023,1.64,0.85,,,,
14814,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Off-grid electricity,2024,,0.85,,,,
14815,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2000,109.16,7.68,,,,
14816,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2001,95.21,7.01,,,,
14817,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2002,165.92,12.58,,,,
14818,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2003,206.57,16.42,,,,
14819,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2004,311.13,21.37,,,,
14820,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2005,295.93,21.24,,,,
14821,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2006,239.58,20.34,,,,
14822,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2007,181.54,19.9,,,,
14823,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2008,213.69,21.31,,,,
14824,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2009,210.21,21.5,,,,
14825,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2010,249.16,26.34,,,,
14826,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2011,280.17,29.5,,,,
14827,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2012,277.08,29.88,,,,
14828,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2013,314.24,33.28,,,,
14829,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2014,283.02,26.72,,,,
14830,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2015,375.46,38.0,,,,
14831,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2016,390.68,38.0,,,,
14832,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2017,470.98,41.0,,,,
14833,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2018,385.08,41.0,,,,
14834,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2019,435.27,41.0,,,,
14835,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2020,876.61,82.0,,,,
14836,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2021,862.74,91.7,,,,
14837,Americas,Latin America and the Caribbean,Argentina,ARG,32,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2022,849.24,91.7,,,,
